timestamp,cycle_id,distance_cm,weight_g,pir,fill_percent,hour,day_of_week,minute_of_day,delta_fill_3,delta_weight_3,pir_recent_3,fill_rate_15m,fill_rate_30m,weight_rate_15m,weight_rate_30m,pir_count_15m,pir_count_30m,time_to_full_minutes
2026-03-20 08:00:00,0,8.31,957.48,0,25.8,8,4,480,2.8,82.72,0,0.1867,0.1833,5.5147,4.3623,0,1,255
2026-03-20 08:05:00,0,8.67,882.3,1,26.7,8,4,485,2.6,63.79,1,0.1733,0.1867,4.2527,6.3627,1,1,250
2026-03-20 08:10:00,0,8.37,1043.6,0,28.1,8,4,490,2.7,72.64,1,0.18,0.2067,4.8427,13.9857,1,1,245
2026-03-20 08:15:00,0,8.1,1027.56,1,29.2,8,4,495,3.4,70.08,2,0.2267,0.2067,4.672,5.0933,2,2,240
2026-03-20 08:20:00,0,7.95,1009.14,0,29.9,8,4,500,3.2,126.84,1,0.2133,0.1933,8.456,6.3543,1,2,235
2026-03-20 08:25:00,0,7.89,1040.22,0,30.9,8,4,505,2.8,-3.38,1,0.1867,0.1833,-0.2253,2.3087,1,2,230
2026-03-20 08:30:00,0,8.61,1033.77,0,31.5,8,4,510,2.3,6.21,0,0.1533,0.19,0.414,2.543,0,2,225
2026-03-20 08:35:00,0,7.56,1145.17,1,32.9,8,4,515,3.0,136.03,1,0.2,0.2067,9.0687,8.7623,1,2,220
2026-03-20 08:40:00,0,7.74,1226.72,1,34.1,8,4,520,3.2,186.5,2,0.2133,0.2,12.4333,6.104,2,3,215
2026-03-20 08:45:00,0,7.54,1253.13,0,34.9,8,4,525,3.4,219.36,2,0.2267,0.19,14.624,7.519,2,2,210
2026-03-20 08:50:00,0,7.26,1285.47,1,36.1,8,4,530,3.2,140.3,2,0.2133,0.2067,9.3533,9.211,2,3,205
2026-03-20 08:55:00,0,7.07,1321.21,0,36.9,8,4,535,2.8,94.49,1,0.1867,0.2,6.2993,9.3663,1,3,200
2026-03-20 09:00:00,0,6.91,1352.03,0,37.2,9,4,540,2.3,98.9,1,0.1533,0.19,6.5933,10.6087,1,3,195
2026-03-20 09:05:00,0,7.35,1286.9,0,37.8,9,4,545,1.7,1.43,0,0.1133,0.1633,0.0953,4.7243,0,2,190
2026-03-20 09:10:00,0,7.43,1330.94,0,38.3,9,4,550,1.4,9.73,0,0.0933,0.14,0.6487,3.474,0,1,185
2026-03-20 09:15:00,0,6.65,1401.3,0,38.8,9,4,555,1.6,49.27,0,0.1067,0.13,3.2847,4.939,0,1,180
2026-03-20 09:20:00,0,7.06,1452.28,0,39.2,9,4,560,1.4,165.38,0,0.0933,0.1033,11.0253,5.5603,0,0,175
2026-03-20 09:25:00,0,7.17,1341.45,0,39.2,9,4,565,0.9,10.51,0,0.06,0.0767,0.7007,0.6747,0,0,170
2026-03-20 09:30:00,0,7.08,1433.49,0,39.4,9,4,570,0.6,32.19,0,0.04,0.0733,2.146,2.7153,0,0,165
2026-03-20 09:35:00,0,6.97,1500.51,0,39.9,9,4,575,0.7,48.23,0,0.0467,0.07,3.2153,7.1203,0,0,160
2026-03-20 09:40:00,0,7.07,1477.52,0,40.0,9,4,580,0.8,136.07,0,0.0533,0.0567,9.0713,4.886,0,0,155
2026-03-20 09:45:00,0,7.08,1456.4,0,40.4,9,4,585,1.0,22.91,0,0.0667,0.0533,1.5273,1.8367,0,0,150
2026-03-20 09:50:00,0,6.82,1439.83,0,41.1,9,4,590,1.2,-60.68,0,0.08,0.0633,-4.0453,-0.415,0,0,145
2026-03-20 09:55:00,0,6.36,1448.98,0,41.5,9,4,595,1.5,-28.54,0,0.1,0.0767,-1.9027,3.5843,0,0,140
2026-03-20 10:00:00,0,7.26,1486.51,1,42.8,10,4,600,2.4,30.11,1,0.16,0.1133,2.0073,1.7673,1,1,135
2026-03-20 10:05:00,0,6.71,1585.7,0,43.0,10,4,605,1.9,145.87,1,0.1267,0.1033,9.7247,2.8397,1,1,130
2026-03-20 10:10:00,0,6.5,1373.69,0,43.2,10,4,610,1.7,-75.29,1,0.1133,0.1067,-5.0193,-3.461,1,1,125
2026-03-20 10:15:00,0,6.66,1637.33,1,43.5,10,4,615,0.7,150.82,1,0.0467,0.1033,10.0547,6.031,1,2,120
2026-03-20 10:20:00,0,6.82,1594.81,0,43.9,10,4,620,0.9,9.11,1,0.06,0.0933,0.6073,5.166,1,2,115
2026-03-20 10:25:00,0,6.66,1552.85,0,44.4,10,4,625,1.2,179.16,1,0.08,0.0967,11.944,3.4623,1,2,110
2026-03-20 10:30:00,0,6.71,1659.39,0,44.8,10,4,630,1.3,22.06,0,0.0867,0.0667,1.4707,5.7627,0,1,105
2026-03-20 10:35:00,0,6.77,1665.85,0,44.9,10,4,635,1.0,71.04,0,0.0667,0.0633,4.736,2.6717,0,1,100
2026-03-20 10:40:00,0,6.15,1577.02,0,45.2,10,4,640,0.8,24.17,0,0.0533,0.0667,1.6113,6.7777,0,1,95
2026-03-20 10:45:00,0,6.33,1678.7,0,45.6,10,4,645,0.8,19.31,0,0.0533,0.07,1.2873,1.379,0,0,90
2026-03-20 10:50:00,0,6.29,1677.33,1,46.6,10,4,650,1.7,11.48,1,0.1133,0.09,0.7653,2.7507,1,1,85
2026-03-20 10:55:00,0,6.24,1798.8,1,47.3,10,4,655,2.1,221.78,2,0.14,0.0967,14.7853,8.1983,2,2,80
2026-03-20 11:00:00,0,6.13,1672.51,0,47.8,11,4,660,2.2,-6.19,2,0.1467,0.1,-0.4127,0.4373,2,2,75
2026-03-20 11:05:00,0,6.05,1652.59,0,48.2,11,4,665,1.6,-24.74,1,0.1067,0.11,-1.6493,-0.442,1,2,70
2026-03-20 11:10:00,0,5.82,1725.16,0,48.6,11,4,670,1.3,-73.64,0,0.0867,0.1133,-4.9093,4.938,0,2,65
2026-03-20 11:15:00,0,6.36,1672.9,0,49.0,11,4,675,1.2,0.39,0,0.08,0.1133,0.026,-0.1933,0,2,60
2026-03-20 11:20:00,0,5.72,1904.03,1,50.0,11,4,680,1.8,251.44,1,0.12,0.1133,16.7627,7.5567,1,2,55
2026-03-20 11:25:00,0,6.04,1797.8,0,50.1,11,4,685,1.5,72.64,1,0.1,0.0933,4.8427,-0.0333,1,1,50
2026-03-20 11:30:00,0,6.18,1710.42,0,50.9,11,4,690,1.9,37.52,1,0.1267,0.1033,2.5013,1.2637,1,1,45
2026-03-20 11:35:00,0,6.31,1742.21,1,51.4,11,4,695,1.4,-161.82,1,0.0933,0.1067,-10.788,2.9873,1,2,40
2026-03-20 11:40:00,0,5.77,1747.66,0,51.9,11,4,700,1.8,-50.14,1,0.12,0.11,-3.3427,0.75,1,2,35
2026-03-20 11:45:00,0,6.02,1765.17,0,52.8,11,4,705,1.9,54.75,1,0.1267,0.1267,3.65,3.0757,1,2,30
2026-03-20 11:50:00,0,6.12,1952.25,1,53.1,11,4,710,1.7,210.04,1,0.1133,0.1033,14.0027,1.6073,1,2,25
2026-03-20 11:55:00,0,5.51,1969.79,0,53.4,11,4,715,1.5,222.13,1,0.1,0.11,14.8087,5.733,1,2,20
2026-03-20 12:00:00,0,5.46,2056.51,1,55.9,12,4,720,3.1,291.34,2,0.2067,0.1667,19.4227,11.5363,2,3,15
2026-03-20 12:05:00,0,4.65,1996.42,1,57.7,12,4,725,4.6,44.17,2,0.3067,0.21,2.9447,8.4737,2,3,10
2026-03-20 12:10:00,0,5.01,2084.83,0,59.6,12,4,730,6.2,115.04,2,0.4133,0.2567,7.6693,11.239,2,3,5
2026-03-20 12:15:00,0,4.71,2271.15,1,61.6,12,4,735,5.7,214.64,2,0.38,0.2933,14.3093,16.866,2,4,0
2026-03-20 12:20:00,1,9.98,292.37,1,9.3,12,4,740,0.0,0.0,1,0.0,0.0,0.0,0.0,1,1,195
2026-03-20 12:25:00,1,10.23,449.71,1,11.0,12,4,745,0.0,0.0,2,0.0,0.0,0.0,0.0,2,2,190
2026-03-20 12:30:00,1,10.15,428.0,1,13.0,12,4,750,0.0,0.0,3,0.0,0.0,0.0,0.0,3,3,185
2026-03-20 12:35:00,1,9.85,562.45,1,14.9,12,4,755,5.6,270.08,3,0.3733,0.0,18.0053,0.0,3,4,180
2026-03-20 12:40:00,1,9.16,574.63,1,17.0,12,4,760,6.0,124.92,3,0.4,0.0,8.328,0.0,3,5,175
2026-03-20 12:45:00,1,9.17,799.92,1,18.9,12,4,765,5.9,371.92,3,0.3933,0.0,24.7947,0.0,3,6,170
2026-03-20 12:50:00,1,8.78,755.27,1,20.7,12,4,770,5.8,192.82,3,0.3867,0.38,12.8547,15.43,3,6,165
2026-03-20 12:55:00,1,8.79,824.74,1,22.4,12,4,775,5.4,250.11,3,0.36,0.38,16.674,12.501,3,6,160
2026-03-20 13:00:00,1,8.86,902.32,0,24.2,13,4,780,5.3,102.4,2,0.3533,0.3733,6.8267,15.8107,2,5,155
2026-03-20 13:05:00,1,8.14,989.32,1,26.7,13,4,785,6.0,234.05,2,0.4,0.3933,15.6033,14.229,2,5,150
2026-03-20 13:10:00,1,8.08,1138.03,1,29.4,13,4,790,7.0,313.29,2,0.4667,0.4133,20.886,18.78,2,5,145
2026-03-20 13:15:00,1,7.32,1218.82,1,32.5,13,4,795,8.3,316.5,3,0.5533,0.4533,21.1,13.9633,3,5,140
2026-03-20 13:20:00,1,7.51,1275.14,0,34.6,13,4,800,7.9,285.82,2,0.5267,0.4633,19.0547,17.329,2,4,135
2026-03-20 13:25:00,1,7.53,1272.06,1,36.2,13,4,805,6.8,134.03,2,0.4533,0.46,8.9353,14.9107,2,4,130
2026-03-20 13:30:00,1,6.86,1406.76,1,38.6,13,4,810,6.1,187.94,2,0.4067,0.48,12.5293,16.8147,2,5,125
2026-03-20 13:35:00,1,6.93,1510.22,1,40.4,13,4,815,5.8,235.08,3,0.3867,0.4567,15.672,17.3633,3,5,120
2026-03-20 13:40:00,1,6.9,1581.8,1,42.3,13,4,820,6.1,309.74,3,0.4067,0.43,20.6493,14.7923,3,5,115
2026-03-20 13:45:00,1,6.8,1575.17,1,44.7,13,4,825,6.1,168.41,3,0.4067,0.4067,11.2273,11.8783,3,5,110
2026-03-20 13:50:00,1,5.95,1729.76,1,47.2,13,4,830,6.8,219.54,3,0.4533,0.42,14.636,15.154,3,6,105
2026-03-20 13:55:00,1,5.83,1691.09,1,48.5,13,4,835,6.2,109.29,3,0.4133,0.41,7.286,13.9677,3,6,100
2026-03-20 14:00:00,1,6.31,1741.49,1,49.5,14,4,840,4.8,166.32,3,0.32,0.3633,11.088,11.1577,3,6,95
2026-03-20 14:05:00,1,6.24,1806.07,1,50.0,14,4,845,2.8,76.31,3,0.1867,0.32,5.0873,9.8617,3,6,90
2026-03-20 14:10:00,1,5.98,1849.78,1,50.8,14,4,850,2.3,158.69,3,0.1533,0.2833,10.5793,8.9327,3,6,85
2026-03-20 14:15:00,1,5.89,1735.38,0,51.3,14,4,855,1.8,-6.11,2,0.12,0.22,-0.4073,5.3403,2,5,80
2026-03-20 14:20:00,1,5.34,1592.67,1,51.9,14,4,860,1.9,-213.4,2,0.1267,0.1567,-14.2267,-4.5697,2,5,75
2026-03-20 14:25:00,1,5.87,1734.71,0,52.0,14,4,865,1.2,-115.07,1,0.08,0.1167,-7.6713,1.454,1,4,70
2026-03-20 14:30:00,1,5.12,1952.72,1,52.7,14,4,870,1.4,217.34,2,0.0933,0.1067,14.4893,7.041,2,4,65
2026-03-20 14:35:00,1,5.68,1880.65,1,53.4,14,4,875,1.5,287.98,2,0.1,0.1133,19.1987,2.486,2,4,60
2026-03-20 14:40:00,1,5.5,1910.17,0,53.8,14,4,880,1.8,175.46,2,0.12,0.1,11.6973,2.013,2,3,55
2026-03-20 14:45:00,1,5.77,1958.01,1,54.8,14,4,885,2.1,5.29,2,0.14,0.1167,0.3527,7.421,2,4,50
2026-03-20 14:50:00,1,5.63,2025.18,0,55.5,14,4,890,2.1,144.53,1,0.14,0.12,9.6353,14.417,1,3,45
2026-03-20 14:55:00,1,5.28,1947.4,0,56.2,14,4,895,2.4,37.23,1,0.16,0.14,2.482,7.0897,1,3,40
2026-03-20 15:00:00,1,5.26,1972.92,1,57.0,15,4,900,2.2,14.91,1,0.1467,0.1433,0.994,0.6733,1,3,35
2026-03-20 15:05:00,1,5.29,1990.68,0,57.6,15,4,905,2.1,-34.5,1,0.14,0.14,-2.3,3.6677,1,2,30
2026-03-20 15:10:00,1,5.08,2025.19,0,58.3,15,4,910,2.1,77.79,1,0.14,0.15,5.186,3.834,1,2,25
2026-03-20 15:15:00,1,5.34,2036.92,0,58.5,15,4,915,1.5,64.0,0,0.1,0.1233,4.2667,2.6303,0,1,20
2026-03-20 15:20:00,1,4.81,1975.68,0,59.0,15,4,920,1.4,-15.0,0,0.0933,0.1167,-1.0,-1.65,0,1,15
2026-03-20 15:25:00,1,5.1,2132.85,1,59.6,15,4,925,1.3,107.66,1,0.0867,0.1133,7.1773,6.1817,1,2,10
2026-03-20 15:30:00,1,5.28,2088.53,0,60.0,15,4,930,1.5,51.61,1,0.1,0.1,3.4407,3.8537,1,1,5
2026-03-20 15:35:00,1,5.03,2152.17,0,60.4,15,4,935,1.4,176.49,1,0.0933,0.0933,11.766,5.383,1,1,0
2026-03-20 15:40:00,2,10.52,317.52,0,9.1,15,4,940,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,315
2026-03-20 15:45:00,2,10.39,383.22,0,9.5,15,4,945,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,310
2026-03-20 15:50:00,2,10.08,291.75,0,9.5,15,4,950,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,305
2026-03-20 15:55:00,2,10.18,363.53,0,9.7,15,4,955,0.6,46.01,0,0.04,0.0,3.0673,0.0,0,0,300
2026-03-20 16:00:00,2,9.8,278.63,0,10.0,16,4,960,0.5,-104.59,0,0.0333,0.0,-6.9727,0.0,0,0,295
2026-03-20 16:05:00,2,9.95,313.46,0,10.5,16,4,965,1.0,21.71,0,0.0667,0.0,1.4473,0.0,0,0,290
2026-03-20 16:10:00,2,9.73,407.68,0,10.8,16,4,970,1.1,44.15,0,0.0733,0.0567,2.9433,3.0053,0,0,285
2026-03-20 16:15:00,2,9.88,376.15,1,11.3,16,4,975,1.3,97.52,1,0.0867,0.06,6.5013,-0.2357,1,1,280
2026-03-20 16:20:00,2,9.91,348.78,0,11.3,16,4,980,0.8,35.32,1,0.0533,0.06,2.3547,1.901,1,1,275
2026-03-20 16:25:00,2,9.81,473.7,1,12.1,16,4,985,1.3,66.02,2,0.0867,0.08,4.4013,3.6723,2,2,270
2026-03-20 16:30:00,2,10.43,422.1,0,12.3,16,4,990,1.0,45.95,1,0.0667,0.0767,3.0633,4.7823,1,2,265
2026-03-20 16:35:00,2,9.23,448.89,0,12.6,16,4,995,1.3,100.11,1,0.0867,0.07,6.674,4.5143,1,2,260
2026-03-20 16:40:00,2,9.6,454.92,0,12.8,16,4,1000,0.7,-18.78,0,0.0467,0.0667,-1.252,1.5747,0,2,255
2026-03-20 16:45:00,2,9.22,479.26,0,13.2,16,4,1005,0.9,57.16,0,0.06,0.0633,3.8107,3.437,0,1,250
2026-03-20 16:50:00,2,9.7,507.12,0,13.6,16,4,1010,1.0,58.23,0,0.0667,0.0767,3.882,5.278,0,1,245
2026-03-20 16:55:00,2,9.33,671.38,0,14.0,16,4,1015,1.2,216.46,0,0.08,0.0633,14.4307,6.5893,0,0,240
2026-03-20 17:00:00,2,9.82,526.38,0,14.7,17,4,1020,1.5,47.12,0,0.1,0.08,3.1413,3.476,0,0,235
2026-03-20 17:05:00,2,9.25,543.31,0,15.0,17,4,1025,1.4,36.19,0,0.0933,0.08,2.4127,3.1473,0,0,230
2026-03-20 17:10:00,2,8.83,554.18,1,15.8,17,4,1030,1.8,-117.2,1,0.12,0.1,-7.8133,3.3087,1,1,225
2026-03-20 17:15:00,2,9.49,644.84,0,16.0,17,4,1035,1.3,118.46,1,0.0867,0.0933,7.8973,5.5193,1,1,220
2026-03-20 17:20:00,2,9.44,569.86,1,16.9,17,4,1040,1.9,26.55,2,0.1267,0.11,1.77,2.0913,2,2,215
2026-03-20 17:25:00,2,9.2,539.54,0,17.2,17,4,1045,1.4,-14.64,1,0.0933,0.1067,-0.976,-4.3947,1,2,210
2026-03-20 17:30:00,2,8.74,546.68,0,17.4,17,4,1050,1.4,-98.16,1,0.0933,0.09,-6.544,0.6767,1,2,205
2026-03-20 17:35:00,2,8.97,648.08,0,17.5,17,4,1055,0.6,78.22,0,0.04,0.0833,5.2147,3.4923,0,2,200
2026-03-20 17:40:00,2,8.8,649.06,0,17.6,17,4,1060,0.4,109.52,0,0.0267,0.06,7.3013,3.1627,0,1,195
2026-03-20 17:45:00,2,9.19,554.92,0,18.1,17,4,1065,0.7,8.24,0,0.0467,0.07,0.5493,-2.9973,0,1,190
2026-03-20 17:50:00,2,9.28,601.13,0,18.4,17,4,1070,0.9,-46.95,0,0.06,0.05,-3.13,1.0423,0,0,185
2026-03-20 17:55:00,2,9.05,646.66,0,18.4,17,4,1075,0.8,-2.4,0,0.0533,0.04,-0.16,3.5707,0,0,180
2026-03-20 18:00:00,2,9.03,869.48,1,20.4,18,4,1080,2.3,314.56,1,0.1533,0.1,20.9707,10.76,1,1,175
2026-03-20 18:05:00,2,9.21,757.45,0,21.6,18,4,1085,3.2,156.32,1,0.2133,0.1367,10.4213,3.6457,1,1,170
2026-03-20 18:10:00,2,8.77,720.76,0,23.0,18,4,1090,4.6,74.1,1,0.3067,0.18,4.94,2.39,1,1,165
2026-03-20 18:15:00,2,8.69,930.07,0,24.5,18,4,1095,4.1,60.59,0,0.2733,0.2133,4.0393,12.505,0,1,160
2026-03-20 18:20:00,2,8.17,883.37,1,26.1,18,4,1100,4.5,125.92,1,0.3,0.2567,8.3947,9.408,1,2,155
2026-03-20 18:25:00,2,8.15,1088.28,0,27.1,18,4,1105,4.1,367.52,1,0.2733,0.29,24.5013,14.7207,1,2,150
2026-03-20 18:30:00,2,7.81,1116.08,1,29.0,18,4,1110,4.5,186.01,2,0.3,0.2867,12.4007,8.22,2,2,145
2026-03-20 18:35:00,2,7.79,999.5,0,30.4,18,4,1115,4.3,116.13,1,0.2867,0.2933,7.742,8.0683,1,2,140
2026-03-20 18:40:00,2,7.92,1051.23,1,31.6,18,4,1120,4.5,-37.05,2,0.3,0.2867,-2.47,11.0157,2,3,135
2026-03-20 18:45:00,2,7.97,1116.68,0,32.7,18,4,1125,3.7,0.6,1,0.2467,0.2733,0.04,6.2203,1,3,130
2026-03-20 18:50:00,2,7.47,1158.15,0,34.1,18,4,1130,3.7,158.65,1,0.2467,0.2667,10.5767,9.1593,1,2,125
2026-03-20 18:55:00,2,7.36,1308.27,1,35.4,18,4,1135,3.8,257.04,1,0.2533,0.2767,17.136,7.333,1,3,120
2026-03-20 19:00:00,2,7.16,1240.2,1,37.0,19,4,1140,4.3,123.52,2,0.2867,0.2667,8.2347,4.1373,2,3,115
2026-03-20 19:05:00,2,7.35,1382.45,1,38.4,19,4,1145,4.3,224.3,3,0.2867,0.2667,14.9533,12.765,3,4,110
2026-03-20 19:10:00,2,7.44,1465.23,0,39.4,19,4,1150,4.0,156.96,2,0.2667,0.26,10.464,13.8,2,3,105
2026-03-20 19:15:00,2,6.45,1527.1,1,40.4,19,4,1155,3.4,286.9,2,0.2267,0.2567,19.1267,13.6807,2,4,100
2026-03-20 19:20:00,2,6.62,1548.72,1,41.9,19,4,1160,3.5,166.27,2,0.2333,0.26,11.0847,13.019,2,5,95
2026-03-20 19:25:00,2,6.35,1542.68,1,43.9,19,4,1165,4.5,77.45,3,0.3,0.2833,5.1633,7.8137,3,5,90
2026-03-20 19:30:00,2,6.75,1764.0,1,46.1,19,4,1170,5.7,236.9,3,0.38,0.3033,15.7933,17.46,3,5,85
2026-03-20 19:35:00,2,5.96,1723.18,0,47.6,19,4,1175,5.7,174.46,2,0.38,0.3067,11.6307,11.3577,2,4,80
2026-03-20 19:40:00,2,5.39,1709.91,1,49.8,19,4,1180,5.9,167.23,2,0.3933,0.3467,11.1487,8.156,2,5,75
2026-03-20 19:45:00,2,5.52,1840.18,1,50.9,19,4,1185,4.8,76.18,2,0.32,0.35,5.0787,10.436,2,5,70
2026-03-20 19:50:00,2,5.66,1831.15,1,52.2,19,4,1190,4.6,107.97,3,0.3067,0.3433,7.198,9.4143,3,5,65
2026-03-20 19:55:00,2,5.9,1793.15,0,54.0,19,4,1195,4.2,83.24,2,0.28,0.3367,5.5493,8.349,2,4,60
2026-03-20 20:00:00,2,5.73,1903.88,0,54.2,20,4,1200,3.3,63.7,1,0.22,0.27,4.2467,4.6627,1,3,55
2026-03-20 20:05:00,2,6.28,1877.93,1,54.8,20,4,1205,2.6,46.78,1,0.1733,0.24,3.1187,5.1583,1,4,50
2026-03-20 20:10:00,2,5.54,1972.54,0,55.1,20,4,1210,1.1,179.39,1,0.0733,0.1767,11.9593,8.7543,1,3,45
2026-03-20 20:15:00,2,5.54,1924.0,0,55.3,20,4,1215,1.1,20.12,1,0.0733,0.1467,1.3413,2.794,1,2,40
2026-03-20 20:20:00,2,5.23,1995.64,0,55.7,20,4,1220,0.9,117.71,0,0.06,0.1167,7.8473,5.483,0,1,35
2026-03-20 20:25:00,2,5.4,1937.79,0,56.4,20,4,1225,1.3,-34.75,0,0.0867,0.08,-2.3167,4.8213,0,1,30
2026-03-20 20:30:00,2,5.52,2010.32,0,57.2,20,4,1230,1.9,86.32,0,0.1267,0.1,5.7547,3.548,0,1,25
2026-03-20 20:35:00,2,5.18,2082.79,1,58.2,20,4,1235,2.5,87.15,1,0.1667,0.1133,5.81,6.8287,1,1,20
2026-03-20 20:40:00,2,4.62,2091.72,0,58.8,20,4,1240,2.4,153.93,1,0.16,0.1233,10.262,3.9727,1,1,15
2026-03-20 20:45:00,2,4.89,2049.92,1,59.4,20,4,1245,2.2,39.6,2,0.1467,0.1367,2.64,4.1973,2,2,10
2026-03-20 20:50:00,2,4.88,2051.61,0,59.9,20,4,1250,1.7,-31.18,1,0.1133,0.14,-2.0787,1.8657,1,2,5
2026-03-20 20:55:00,2,4.27,2024.96,0,60.3,20,4,1255,1.5,-66.76,1,0.1,0.13,-4.4507,2.9057,1,2,0
2026-03-20 21:00:00,3,10.23,218.37,1,7.2,21,4,1260,0.0,0.0,1,0.0,0.0,0.0,0.0,1,1,640
2026-03-20 21:05:00,3,9.73,256.74,0,7.3,21,4,1265,0.0,0.0,1,0.0,0.0,0.0,0.0,1,1,635
2026-03-20 21:10:00,3,10.68,213.35,0,7.6,21,4,1270,0.0,0.0,1,0.0,0.0,0.0,0.0,1,1,630
2026-03-20 21:15:00,3,10.0,202.34,0,8.2,21,4,1275,1.0,-16.03,0,0.0667,0.0,-1.0687,0.0,0,1,625
2026-03-20 21:20:00,3,9.76,364.53,0,8.4,21,4,1280,1.1,107.79,0,0.0733,0.0,7.186,0.0,0,1,620
2026-03-20 21:25:00,3,9.84,328.98,0,8.6,21,4,1285,1.0,115.63,0,0.0667,0.0,7.7087,0.0,0,1,615
2026-03-20 21:30:00,3,10.0,313.27,0,9.0,21,4,1290,0.8,110.93,0,0.0533,0.06,7.3953,3.1633,0,0,610
2026-03-20 21:35:00,3,10.38,382.35,1,9.2,21,4,1295,0.8,17.82,1,0.0533,0.0633,1.188,4.187,1,1,605
2026-03-20 21:40:00,3,9.86,231.65,0,9.7,21,4,1300,1.1,-97.33,1,0.0733,0.07,-6.4887,0.61,1,1,600
2026-03-20 21:45:00,3,9.92,380.68,0,10.2,21,4,1305,1.2,67.41,1,0.08,0.0667,4.494,5.9447,1,1,595
2026-03-20 21:50:00,3,9.9,435.63,0,10.7,21,4,1310,1.5,53.28,0,0.1,0.0767,3.552,2.37,0,1,590
2026-03-20 21:55:00,3,10.36,355.23,0,10.8,21,4,1315,1.1,123.58,0,0.0733,0.0733,8.2387,0.875,0,1,585
2026-03-20 22:00:00,3,10.24,348.77,1,10.9,22,4,1320,0.7,-31.91,1,0.0467,0.0633,-2.1273,1.1833,1,2,580
2026-03-20 22:05:00,3,10.12,270.79,0,11.4,22,4,1325,0.7,-164.84,1,0.0467,0.0733,-10.9893,-3.7187,1,1,575
