timestamp,cycle_id,distance_cm,weight_g,pir,fill_percent,hour,day_of_week,minute_of_day,delta_fill_3,delta_weight_3,pir_recent_3,time_to_full_minutes
2026-03-20 07:40:00,0,30.7,1900.4,1,25.7,7,4,460,1.6,539.3,2,305
2026-03-20 07:45:00,0,31.4,1916.5,0,26.4,7,4,465,2.2,145.4,2,300
2026-03-20 07:50:00,0,29.9,1643.8,0,27.5,7,4,470,2.6,224.1,1,295
2026-03-20 07:55:00,0,28.9,1694.6,0,28.3,7,4,475,2.6,-205.8,0,290
2026-03-20 08:00:00,0,29.4,2107.3,1,30.3,8,4,480,3.9,190.8,1,285
2026-03-20 08:05:00,0,29.5,1945.7,1,30.8,8,4,485,3.3,301.9,2,280
2026-03-20 08:10:00,0,29.2,2105.8,0,32.2,8,4,490,3.9,411.2,2,275
2026-03-20 08:15:00,0,27.5,2245.5,1,34.4,8,4,495,4.1,138.2,2,270
2026-03-20 08:20:00,0,27.2,2163.5,1,35.3,8,4,500,4.5,217.8,2,265
2026-03-20 08:25:00,0,26.8,2233.3,1,36.5,8,4,505,4.3,127.5,3,260
2026-03-20 08:30:00,0,27.2,2406.3,1,37.8,8,4,510,3.4,160.8,3,255
2026-03-20 08:35:00,0,26.6,2465.7,0,38.6,8,4,515,3.3,302.2,2,250
2026-03-20 08:40:00,0,25.7,2518.6,1,39.9,8,4,520,3.4,285.3,2,245
2026-03-20 08:45:00,0,25.1,2589.9,0,40.6,8,4,525,2.8,183.6,1,240
2026-03-20 08:50:00,0,24.5,2684.7,0,41.4,8,4,530,2.8,219.0,1,235
2026-03-20 08:55:00,0,25.1,2782.3,1,42.5,8,4,535,2.6,263.7,1,230
2026-03-20 09:00:00,0,25.3,2781.0,0,42.7,9,4,540,2.1,191.1,1,225
2026-03-20 09:05:00,0,24.8,2646.7,0,42.9,9,4,545,1.5,-38.0,1,220
2026-03-20 09:10:00,0,24.6,2970.3,0,44.0,9,4,550,1.5,188.0,0,215
2026-03-20 09:15:00,0,24.1,2741.5,0,44.1,9,4,555,1.4,-39.5,0,210
2026-03-20 09:20:00,0,24.6,2860.9,0,44.4,9,4,560,1.5,214.2,0,205
2026-03-20 09:25:00,0,23.6,2815.6,0,44.8,9,4,565,0.8,-154.7,0,200
2026-03-20 09:30:00,0,23.2,3050.5,1,46.3,9,4,570,2.2,309.0,1,195
2026-03-20 09:35:00,0,22.5,2847.1,0,46.9,9,4,575,2.5,-13.8,1,190
2026-03-20 09:40:00,0,23.6,3009.0,0,47.7,9,4,580,2.9,193.4,1,185
2026-03-20 09:45:00,0,23.6,3017.7,0,48.0,9,4,585,1.7,-32.8,0,180
2026-03-20 09:50:00,0,22.6,3189.1,0,48.0,9,4,590,1.1,342.0,0,175
2026-03-20 09:55:00,0,22.4,3000.9,1,48.9,9,4,595,1.2,-8.1,1,170
2026-03-20 10:00:00,0,22.7,3008.6,0,48.9,10,4,600,0.9,-9.1,1,165
2026-03-20 10:05:00,0,22.6,2935.3,0,49.0,10,4,605,1.0,-253.8,1,160
2026-03-20 10:10:00,0,23.9,3524.7,1,49.2,10,4,610,0.3,523.8,1,155
2026-03-20 10:15:00,0,23.3,2992.4,1,50.7,10,4,615,1.8,-16.2,2,150
2026-03-20 10:20:00,0,23.1,2875.6,0,51.5,10,4,620,2.5,-59.7,2,145
2026-03-20 10:25:00,0,23.3,3204.0,0,51.5,10,4,625,2.3,-320.7,1,140
2026-03-20 10:30:00,0,22.9,3252.4,0,51.7,10,4,630,1.0,260.0,0,135
2026-03-20 10:35:00,0,21.6,3514.2,1,52.2,10,4,635,0.7,638.6,1,130
2026-03-20 10:40:00,0,22.5,3508.3,1,52.8,10,4,640,1.3,304.3,2,125
2026-03-20 10:45:00,0,21.5,3285.7,0,52.8,10,4,645,1.1,33.3,2,120
2026-03-20 10:50:00,0,20.4,3164.0,1,53.3,10,4,650,1.1,-350.2,2,115
2026-03-20 10:55:00,0,22.0,3320.8,1,53.6,10,4,655,0.8,-187.5,2,110
2026-03-20 11:00:00,0,20.6,3590.1,1,54.9,11,4,660,2.1,304.4,3,105
2026-03-20 11:05:00,0,20.8,3468.0,0,54.9,11,4,665,1.6,304.0,2,100
2026-03-20 11:10:00,0,19.2,3377.1,0,55.4,11,4,670,1.8,56.3,1,95
2026-03-20 11:15:00,0,21.8,3164.4,0,55.7,11,4,675,0.8,-425.7,0,90
2026-03-20 11:20:00,0,18.9,3430.2,1,56.3,11,4,680,1.4,-37.8,1,85
2026-03-20 11:25:00,0,20.1,3459.7,0,57.5,11,4,685,2.1,82.6,1,80
2026-03-20 11:30:00,0,19.4,3651.9,0,57.9,11,4,690,2.2,487.5,1,75
2026-03-20 11:35:00,0,19.1,3631.7,0,58.1,11,4,695,1.8,201.5,0,70
2026-03-20 11:40:00,0,18.8,3938.2,1,59.1,11,4,700,1.6,478.5,1,65
2026-03-20 11:45:00,0,17.7,3896.7,0,59.1,11,4,705,1.2,244.8,1,60
2026-03-20 11:50:00,0,18.9,3851.6,1,59.1,11,4,710,1.0,219.9,2,55
2026-03-20 11:55:00,0,18.8,3691.4,1,60.3,11,4,715,1.2,-246.8,2,50
2026-03-20 12:00:00,0,17.9,4281.7,1,62.9,12,4,720,3.8,385.0,3,45
2026-03-20 12:05:00,0,17.0,3913.9,1,64.9,12,4,725,5.8,62.3,3,40
2026-03-20 12:10:00,0,16.1,4151.3,1,66.7,12,4,730,6.4,459.9,3,35
2026-03-20 12:15:00,0,15.9,4363.1,1,68.4,12,4,735,5.5,81.4,3,30
2026-03-20 12:20:00,0,14.8,4341.5,1,70.9,12,4,740,6.0,427.6,3,25
2026-03-20 12:25:00,0,13.4,4504.3,1,73.3,12,4,745,6.6,353.0,3,20
2026-03-20 12:30:00,0,13.9,4691.3,1,75.1,12,4,750,6.7,328.2,3,15
2026-03-20 12:35:00,0,12.4,5080.7,1,76.9,12,4,755,6.0,739.2,3,10
2026-03-20 12:40:00,0,11.8,4652.0,1,79.2,12,4,760,5.9,147.7,3,5
2026-03-20 12:45:00,0,11.9,5305.5,1,81.3,12,4,765,6.2,614.2,3,0
2026-03-20 12:50:00,1,36.6,720.6,1,9.4,12,4,770,0.0,0.0,1,355
2026-03-20 12:55:00,1,35.7,717.1,0,11.6,12,4,775,0.0,0.0,1,350
2026-03-20 13:00:00,1,36.6,711.9,1,13.7,13,4,780,0.0,0.0,2,345
2026-03-20 13:05:00,1,35.6,792.8,0,14.7,13,4,785,5.3,72.2,1,340
2026-03-20 13:10:00,1,33.4,1274.9,1,16.7,13,4,790,5.1,557.8,2,335
2026-03-20 13:15:00,1,33.4,1093.9,1,19.2,13,4,795,5.5,382.0,2,330
2026-03-20 13:20:00,1,32.7,1296.5,1,21.7,13,4,800,7.0,503.7,3,325
2026-03-20 13:25:00,1,32.4,1585.1,1,23.6,13,4,805,6.9,310.2,3,320
2026-03-20 13:30:00,1,31.3,1491.3,1,25.4,13,4,810,6.2,397.4,3,315
2026-03-20 13:35:00,1,31.2,1777.4,1,27.1,13,4,815,5.4,480.9,3,310
2026-03-20 13:40:00,1,28.2,1682.7,1,29.7,13,4,820,6.1,97.6,3,305
2026-03-20 13:45:00,1,29.6,2058.7,1,31.5,13,4,825,6.1,567.4,3,300
2026-03-20 13:50:00,1,28.3,2324.3,1,34.2,13,4,830,7.1,546.9,3,295
2026-03-20 13:55:00,1,27.8,2369.5,1,36.2,13,4,835,6.5,686.8,3,290
2026-03-20 14:00:00,1,27.6,2269.7,0,36.5,14,4,840,5.0,211.0,2,285
2026-03-20 14:05:00,1,27.5,2170.8,0,36.5,14,4,845,2.3,-153.5,1,280
2026-03-20 14:10:00,1,27.1,2422.2,0,37.0,14,4,850,0.8,52.7,0,275
2026-03-20 14:15:00,1,27.1,2117.6,0,37.4,14,4,855,0.9,-152.1,0,270
2026-03-20 14:20:00,1,24.9,2578.9,1,38.1,14,4,860,1.6,408.1,1,265
2026-03-20 14:25:00,1,26.4,2401.4,1,38.9,14,4,865,1.9,-20.8,2,260
2026-03-20 14:30:00,1,25.9,2502.9,0,39.3,14,4,870,1.9,385.3,2,255
2026-03-20 14:35:00,1,26.5,2563.7,1,40.6,14,4,875,2.5,-15.2,2,250
2026-03-20 14:40:00,1,26.0,2762.0,0,41.4,14,4,880,2.5,360.6,1,245
2026-03-20 14:45:00,1,24.9,2574.0,0,42.2,14,4,885,2.9,71.1,1,240
2026-03-20 14:50:00,1,24.8,2605.1,1,43.2,14,4,890,2.6,41.4,1,235
2026-03-20 14:55:00,1,24.8,2662.5,0,43.9,14,4,895,2.5,-99.5,1,230
2026-03-20 15:00:00,1,24.1,2737.0,0,44.8,15,4,900,2.6,163.0,1,225
2026-03-20 15:05:00,1,24.9,2755.2,0,44.8,15,4,905,1.6,150.1,0,220
2026-03-20 15:10:00,1,23.3,2605.0,0,45.4,15,4,910,1.5,-57.5,0,215
2026-03-20 15:15:00,1,24.0,2905.9,1,46.0,15,4,915,1.2,168.9,1,210
2026-03-20 15:20:00,1,24.5,2853.4,0,46.4,15,4,920,1.6,98.2,1,205
2026-03-20 15:25:00,1,23.8,2994.3,0,46.9,15,4,925,1.5,389.3,1,200
2026-03-20 15:30:00,1,22.8,2903.0,0,47.4,15,4,930,1.4,-2.9,0,195
2026-03-20 15:35:00,1,24.3,3118.2,1,47.5,15,4,935,1.1,264.8,1,190
2026-03-20 15:40:00,1,22.2,2723.6,0,47.9,15,4,940,1.0,-270.7,1,185
2026-03-20 15:45:00,1,22.4,3284.1,1,49.3,15,4,945,1.9,381.1,2,180
2026-03-20 15:50:00,1,22.6,2950.3,0,49.3,15,4,950,1.8,-167.9,1,175
2026-03-20 15:55:00,1,22.5,3261.0,1,50.5,15,4,955,2.6,537.4,2,170
2026-03-20 16:00:00,1,21.7,3158.4,1,50.9,16,4,960,1.6,-125.7,2,165
2026-03-20 16:05:00,1,22.6,3210.7,0,50.9,16,4,965,1.6,260.4,2,160
2026-03-20 16:10:00,1,22.5,3191.9,1,51.3,16,4,970,0.8,-69.1,2,155
2026-03-20 16:15:00,1,22.6,3467.0,0,52.7,16,4,975,1.8,308.6,1,150
2026-03-20 16:20:00,1,21.6,3117.9,0,52.7,16,4,980,1.8,-92.8,1,145
2026-03-20 16:25:00,1,19.7,3450.4,1,54.3,16,4,985,3.0,258.5,1,140
2026-03-20 16:30:00,1,20.9,3331.2,1,55.9,16,4,990,3.2,-135.8,2,135
2026-03-20 16:35:00,1,19.0,3402.2,0,57.3,16,4,995,4.6,284.3,2,130
2026-03-20 16:40:00,1,20.6,3324.5,0,57.8,16,4,1000,3.5,-125.9,1,125
2026-03-20 16:45:00,1,19.2,3807.7,0,58.5,16,4,1005,2.6,476.5,0,120
2026-03-20 16:50:00,1,18.8,3649.6,0,58.5,16,4,1010,1.2,247.4,0,115
2026-03-20 16:55:00,1,19.6,3735.8,0,59.1,16,4,1015,1.3,411.3,0,110
2026-03-20 17:00:00,1,19.2,3593.2,0,59.5,17,4,1020,1.0,-214.5,0,105
2026-03-20 17:05:00,1,18.8,3494.4,0,59.8,17,4,1025,1.3,-155.2,0,100
2026-03-20 17:10:00,1,19.4,3750.8,0,59.8,17,4,1030,0.7,15.0,0,95
2026-03-20 17:15:00,1,19.8,3645.0,0,59.8,17,4,1035,0.3,51.8,0,90
2026-03-20 17:20:00,1,18.8,3729.6,0,59.8,17,4,1040,0.0,235.2,0,85
2026-03-20 17:25:00,1,18.1,3747.1,1,61.0,17,4,1045,1.2,-3.7,1,80
2026-03-20 17:30:00,1,17.6,3629.6,0,61.2,17,4,1050,1.4,-15.4,1,75
2026-03-20 17:35:00,1,18.0,3963.4,1,62.2,17,4,1055,2.4,233.8,2,70
2026-03-20 17:40:00,1,17.5,4447.1,0,63.3,17,4,1060,2.3,700.0,1,65
2026-03-20 17:45:00,1,17.8,3961.6,0,63.3,17,4,1065,2.1,332.0,1,60
2026-03-20 17:50:00,1,16.9,4024.1,0,63.7,17,4,1070,1.5,60.7,0,55
2026-03-20 17:55:00,1,17.1,3843.4,0,64.0,17,4,1075,0.7,-603.7,0,50
2026-03-20 18:00:00,1,17.3,4237.0,1,65.7,18,4,1080,2.4,275.4,1,45
2026-03-20 18:05:00,1,16.9,4044.7,1,67.0,18,4,1085,3.3,20.6,2,40
2026-03-20 18:10:00,1,16.6,4099.9,0,68.4,18,4,1090,4.4,256.5,2,35
2026-03-20 18:15:00,1,15.0,4199.9,0,70.1,18,4,1095,4.4,-37.1,1,30
2026-03-20 18:20:00,1,15.2,4285.0,1,71.4,18,4,1100,4.4,240.3,1,25
2026-03-20 18:25:00,1,13.6,4591.2,1,72.5,18,4,1105,4.1,491.3,2,20
2026-03-20 18:30:00,1,13.5,4723.7,1,75.2,18,4,1110,5.1,523.8,3,15
2026-03-20 18:35:00,1,12.8,4770.0,0,76.7,18,4,1115,5.3,485.0,2,10
2026-03-20 18:40:00,1,11.9,4937.4,1,78.4,18,4,1120,5.9,346.2,2,5
2026-03-20 18:45:00,1,10.6,5264.6,1,80.5,18,4,1125,5.3,540.9,2,0
2026-03-20 18:50:00,2,34.2,1210.8,1,15.5,18,4,1130,0.0,0.0,1,625
2026-03-20 18:55:00,2,34.7,1107.8,1,17.6,18,4,1135,0.0,0.0,2,620
2026-03-20 19:00:00,2,33.3,1068.8,1,18.8,19,4,1140,0.0,0.0,3,615
2026-03-20 19:05:00,2,33.0,1508.9,1,20.4,19,4,1145,4.9,298.1,3,610
2026-03-20 19:10:00,2,31.3,1198.9,0,21.9,19,4,1150,4.3,91.1,2,605
2026-03-20 19:15:00,2,31.5,1530.3,1,23.7,19,4,1155,4.9,461.5,2,600
2026-03-20 19:20:00,2,30.6,1365.7,0,24.6,19,4,1160,4.2,-143.2,1,595
2026-03-20 19:25:00,2,29.9,1755.6,1,26.3,19,4,1165,4.4,556.7,2,590
2026-03-20 19:30:00,2,31.0,1605.7,1,26.8,19,4,1170,3.1,75.4,2,585
2026-03-20 19:35:00,2,29.8,1806.8,0,27.8,19,4,1175,3.2,441.1,2,580
2026-03-20 19:40:00,2,28.6,1860.4,0,29.2,19,4,1180,2.9,104.8,1,575
2026-03-20 19:45:00,2,30.4,1952.1,1,30.7,19,4,1185,3.9,346.4,1,570
2026-03-20 19:50:00,2,29.2,1923.1,1,32.6,19,4,1190,4.8,116.3,2,565
2026-03-20 19:55:00,2,28.1,2201.5,0,33.4,19,4,1195,4.2,341.1,2,560
2026-03-20 20:00:00,2,28.8,2134.5,0,34.1,20,4,1200,3.4,182.4,1,555
2026-03-20 20:05:00,2,27.6,2162.5,1,34.3,20,4,1205,1.7,239.4,1,550
2026-03-20 20:10:00,2,28.3,2359.4,1,35.1,20,4,1210,1.7,157.9,2,545
2026-03-20 20:15:00,2,27.1,2222.9,0,35.1,20,4,1215,1.0,88.4,2,540
2026-03-20 20:20:00,2,27.2,2176.6,0,35.1,20,4,1220,0.8,14.1,1,535
2026-03-20 20:25:00,2,26.8,2322.9,1,36.2,20,4,1225,1.1,-36.5,1,530
2026-03-20 20:30:00,2,26.3,2446.6,0,36.2,20,4,1230,1.1,223.7,1,525
2026-03-20 20:35:00,2,26.2,2178.1,0,36.5,20,4,1235,1.4,1.5,1,520
2026-03-20 20:40:00,2,26.9,1985.3,0,36.9,20,4,1240,0.7,-337.6,0,515
2026-03-20 20:45:00,2,26.4,2309.3,1,37.3,20,4,1245,1.1,-137.3,1,510
2026-03-20 20:50:00,2,26.2,2171.0,0,37.3,20,4,1250,0.8,-7.1,1,505
2026-03-20 20:55:00,2,27.8,2200.2,0,37.3,20,4,1255,0.4,214.9,1,500
2026-03-20 21:00:00,2,27.5,2324.9,0,37.6,21,4,1260,0.3,15.6,0,495
2026-03-20 21:05:00,2,26.7,2260.1,0,37.9,21,4,1265,0.6,89.1,0,490
2026-03-20 21:10:00,2,27.2,2086.2,0,38.6,21,4,1270,1.3,-114.0,0,485
2026-03-20 21:15:00,2,26.4,2666.7,0,38.8,21,4,1275,1.2,341.8,0,480
2026-03-20 21:20:00,2,26.6,2369.0,0,38.8,21,4,1280,0.9,108.9,0,475
2026-03-20 21:25:00,2,27.4,2721.8,0,39.3,21,4,1285,0.7,635.6,0,470
2026-03-20 21:30:00,2,25.1,2734.2,0,40.1,21,4,1290,1.3,67.5,0,465
2026-03-20 21:35:00,2,25.9,2480.7,0,40.4,21,4,1295,1.6,111.7,0,460
2026-03-20 21:40:00,2,25.7,2417.9,0,40.4,21,4,1300,1.1,-303.9,0,455
2026-03-20 21:45:00,2,26.2,2480.4,0,40.4,21,4,1305,0.3,-253.8,0,450
2026-03-20 21:50:00,2,25.9,2242.0,0,40.8,21,4,1310,0.4,-238.7,0,445
2026-03-20 21:55:00,2,26.9,2637.8,0,40.9,21,4,1315,0.5,219.9,0,440
2026-03-20 22:00:00,2,25.1,2793.3,0,41.6,22,4,1320,1.2,312.9,0,435
2026-03-20 22:05:00,2,26.3,2826.4,1,42.6,22,4,1325,1.8,584.4,1,430
2026-03-20 22:10:00,2,25.4,2780.0,0,42.6,22,4,1330,1.7,142.2,1,425
2026-03-20 22:15:00,2,25.4,2779.3,0,42.9,22,4,1335,1.3,-14.0,1,420
2026-03-20 22:20:00,2,25.2,2889.9,1,43.6,22,4,1340,1.0,63.5,1,415
2026-03-20 22:25:00,2,24.8,2683.4,0,44.1,22,4,1345,1.5,-96.6,1,410
2026-03-20 22:30:00,2,23.7,2659.0,0,44.3,22,4,1350,1.4,-120.3,1,405
2026-03-20 22:35:00,2,22.9,2989.7,1,46.0,22,4,1355,2.4,99.8,1,400
2026-03-20 22:40:00,2,23.7,2878.8,0,46.4,22,4,1360,2.3,195.4,1,395
2026-03-20 22:45:00,2,24.6,3011.5,0,47.0,22,4,1365,2.7,352.5,1,390
2026-03-20 22:50:00,2,23.9,2903.3,0,47.4,22,4,1370,1.4,-86.4,0,385
2026-03-20 22:55:00,2,24.6,2981.3,0,48.0,22,4,1375,1.6,102.5,0,380
2026-03-20 23:00:00,2,23.0,3180.3,1,49.4,23,4,1380,2.4,168.8,1,375
2026-03-20 23:05:00,2,23.5,3247.8,1,50.2,23,4,1385,2.8,344.5,2,370
2026-03-20 23:10:00,2,21.5,3067.3,0,50.6,23,4,1390,2.6,86.0,2,365
2026-03-20 23:15:00,2,22.4,3144.2,0,50.9,23,4,1395,1.5,-36.1,1,360
2026-03-20 23:20:00,2,20.6,2843.5,0,51.5,23,4,1400,1.3,-404.3,0,355
2026-03-20 23:25:00,2,20.9,3413.8,1,52.1,23,4,1405,1.5,346.5,1,350
2026-03-20 23:30:00,2,21.4,3442.2,1,52.6,23,4,1410,1.7,298.0,2,345
2026-03-20 23:35:00,2,20.4,3698.3,0,53.1,23,4,1415,1.6,854.8,2,340
2026-03-20 23:40:00,2,21.2,3473.4,0,53.2,23,4,1420,1.1,59.6,1,335
2026-03-20 23:45:00,2,20.4,3146.4,0,53.9,23,4,1425,1.3,-295.8,0,330
2026-03-20 23:50:00,2,20.5,3380.3,0,54.2,23,4,1430,1.1,-318.0,0,325
2026-03-20 23:55:00,2,20.5,3439.0,0,55.0,23,4,1435,1.8,-34.4,0,320
2026-03-21 00:00:00,2,21.2,3589.5,0,55.0,0,5,0,1.1,443.1,0,315
2026-03-21 00:05:00,2,20.7,3591.1,1,55.9,0,5,5,1.7,210.8,1,310
2026-03-21 00:10:00,2,19.4,3381.9,0,56.4,0,5,10,1.4,-57.1,1,305
2026-03-21 00:15:00,2,19.6,3413.6,1,56.6,0,5,15,1.6,-175.9,2,300
2026-03-21 00:20:00,2,18.3,3410.3,0,56.8,0,5,20,0.9,-180.8,1,295
2026-03-21 00:25:00,2,19.9,3730.2,1,57.5,0,5,25,1.1,348.3,2,290
2026-03-21 00:30:00,2,20.8,3657.8,0,57.5,0,5,30,0.9,244.2,1,285
2026-03-21 00:35:00,2,20.3,3387.1,0,57.5,0,5,35,0.7,-23.2,1,280
2026-03-21 00:40:00,2,19.7,3632.2,0,57.7,0,5,40,0.2,-98.0,0,275
2026-03-21 00:45:00,2,19.6,3469.1,0,57.8,0,5,45,0.3,-188.7,0,270
2026-03-21 00:50:00,2,19.7,3473.1,0,58.1,0,5,50,0.6,86.0,0,265
2026-03-21 00:55:00,2,20.7,3683.8,1,58.3,0,5,55,0.6,51.6,1,260
2026-03-21 01:00:00,2,19.9,3573.1,0,58.3,1,5,60,0.5,104.0,1,255
2026-03-21 01:05:00,2,19.8,3639.6,0,58.3,1,5,65,0.2,166.5,1,250
2026-03-21 01:10:00,2,20.2,3624.0,0,58.9,1,5,70,0.6,-59.8,0,245
2026-03-21 01:15:00,2,18.6,3743.8,0,59.7,1,5,75,1.4,170.7,0,240
2026-03-21 01:20:00,2,18.6,3680.4,0,60.1,1,5,80,1.8,40.8,0,235
2026-03-21 01:25:00,2,18.6,3739.0,0,60.9,1,5,85,2.0,115.0,0,230
2026-03-21 01:30:00,2,19.1,3910.9,1,61.3,1,5,90,1.6,167.1,1,225
2026-03-21 01:35:00,2,18.7,4040.7,1,61.8,1,5,95,1.7,360.3,2,220
2026-03-21 01:40:00,2,18.4,4084.4,0,61.8,1,5,100,0.9,345.4,2,215
2026-03-21 01:45:00,2,18.3,3871.3,1,63.6,1,5,105,2.3,-39.6,2,210
2026-03-21 01:50:00,2,16.8,4150.3,1,64.3,1,5,110,2.5,109.6,2,205
2026-03-21 01:55:00,2,18.6,4131.0,0,64.3,1,5,115,2.5,46.6,2,200
2026-03-21 02:00:00,2,18.3,3914.3,0,64.7,2,5,120,1.1,43.0,1,195
2026-03-21 02:05:00,2,17.0,4114.9,0,65.2,2,5,125,0.9,-35.4,0,190
2026-03-21 02:10:00,2,17.1,4158.2,0,65.3,2,5,130,1.0,27.2,0,185
2026-03-21 02:15:00,2,17.6,3825.6,0,65.5,2,5,135,0.8,-88.7,0,180
2026-03-21 02:20:00,2,17.4,4114.3,1,65.8,2,5,140,0.6,-0.6,1,175
2026-03-21 02:25:00,2,15.8,4088.6,0,65.8,2,5,145,0.5,-69.6,1,170
2026-03-21 02:30:00,2,16.1,3918.5,0,66.1,2,5,150,0.6,92.9,1,165
2026-03-21 02:35:00,2,17.5,3960.8,0,66.3,2,5,155,0.5,-153.5,0,160
2026-03-21 02:40:00,2,16.9,4097.0,0,66.7,2,5,160,0.9,8.4,0,155
2026-03-21 02:45:00,2,16.2,4319.2,1,67.3,2,5,165,1.2,400.7,1,150
2026-03-21 02:50:00,2,16.1,4312.7,0,67.6,2,5,170,1.3,351.9,1,145
2026-03-21 02:55:00,2,15.5,4235.2,0,67.6,2,5,175,0.9,138.2,1,140
2026-03-21 03:00:00,2,14.7,4300.4,0,68.2,3,5,180,0.9,-18.8,0,135
2026-03-21 03:05:00,2,15.7,4237.9,0,68.2,3,5,185,0.6,-74.8,0,130
2026-03-21 03:10:00,2,16.1,4132.2,0,68.6,3,5,190,1.0,-103.0,0,125
2026-03-21 03:15:00,2,16.0,4396.8,0,69.4,3,5,195,1.2,96.4,0,120
2026-03-21 03:20:00,2,16.0,4376.8,0,69.4,3,5,200,1.2,138.9,0,115
2026-03-21 03:25:00,2,15.0,4596.1,1,70.0,3,5,205,1.4,463.9,1,110
2026-03-21 03:30:00,2,15.2,4386.8,1,70.3,3,5,210,0.9,-10.0,2,105
2026-03-21 03:35:00,2,15.5,4319.6,0,71.1,3,5,215,1.7,-57.2,2,100
2026-03-21 03:40:00,2,14.9,4631.5,0,71.3,3,5,220,1.3,35.4,1,95
2026-03-21 03:45:00,2,13.6,4246.6,0,71.5,3,5,225,1.2,-140.2,0,90
2026-03-21 03:50:00,2,15.5,4525.0,0,71.7,3,5,230,0.6,205.4,0,85
2026-03-21 03:55:00,2,14.8,4232.0,0,71.7,3,5,235,0.4,-399.5,0,80
2026-03-21 04:00:00,2,14.7,4358.5,0,71.7,4,5,240,0.2,111.9,0,75
2026-03-21 04:05:00,2,13.8,4576.2,1,73.4,4,5,245,1.7,51.2,1,70
2026-03-21 04:10:00,2,14.6,4760.5,1,74.3,4,5,250,2.6,528.5,2,65
2026-03-21 04:15:00,2,14.0,4534.1,0,74.3,4,5,255,2.6,175.6,2,60
2026-03-21 04:20:00,2,14.2,4652.2,0,74.5,4,5,260,1.1,76.0,1,55
2026-03-21 04:25:00,2,13.3,4673.5,0,74.5,4,5,265,0.2,-87.0,0,50
2026-03-21 04:30:00,2,13.4,4580.6,0,74.7,4,5,270,0.4,46.5,0,45
2026-03-21 04:35:00,2,13.1,4979.6,1,75.6,4,5,275,1.1,327.4,1,40
2026-03-21 04:40:00,2,12.8,4871.8,0,76.1,4,5,280,1.6,198.3,1,35
2026-03-21 04:45:00,2,12.6,4850.1,0,76.4,4,5,285,1.7,269.5,1,30
2026-03-21 04:50:00,2,12.7,4861.6,0,77.3,4,5,290,1.7,-118.0,0,25
2026-03-21 04:55:00,2,13.4,4699.0,0,77.8,4,5,295,1.7,-172.8,0,20
2026-03-21 05:00:00,2,13.3,4827.0,0,78.7,5,5,300,2.3,-23.1,0,15
2026-03-21 05:05:00,2,12.6,5168.3,1,79.6,5,5,305,2.3,306.7,1,10
2026-03-21 05:10:00,2,12.8,5004.4,0,80.0,5,5,310,2.2,305.4,1,5
2026-03-21 05:15:00,2,12.1,5429.8,0,80.3,5,5,315,1.6,602.8,1,0
2026-03-21 05:20:00,3,36.8,465.9,0,9.9,5,5,320,0.0,0.0,0,465
2026-03-21 05:25:00,3,36.2,868.1,0,9.9,5,5,325,0.0,0.0,0,460
2026-03-21 05:30:00,3,36.1,613.9,0,10.1,5,5,330,0.0,0.0,0,455
2026-03-21 05:35:00,3,34.9,707.5,1,11.5,5,5,335,1.6,241.6,1,450
2026-03-21 05:40:00,3,35.9,839.7,1,12.6,5,5,340,2.7,-28.4,2,445
